user_id,interests,past_courses
U560,"data visualization,data science","C002,C001,C004"
U561,"IoT,data visualization,ethical hacking,blockchain","C003,C005"
U562,"IoT,quantum computing","C005,C004,C001"
U563,"robotics,web development",C003
U564,"data visualization,game development,databases","C002,C003"
U565,"data science,cybersecurity","C001,C005"
U566,"quantum computing,web development,blockchain,natural language processing,game development",C003
U567,"computer vision,programming,mobile development,web development",C004
U568,"blockchain,cybersecurity,web development",C005
U569,"virtual reality,networking,blockchain,quantum computing,data visualization","C005,C003,C002"
U570,AI,C004
U571,quantum computing,"C001,C004"
U572,algorithms,"C003,C002"
U573,"blockchain,algorithms",C001
U574,"networking,data visualization,web development,blockchain,computer vision","C005,C001"
U575,"cybersecurity,ethical hacking","C001,C003,C004"
U576,"databases,programming,cybersecurity","C002,C005"
U577,"cloud computing,programming,networking",C002
U578,"programming,blockchain","C005,C002,C001"
U579,"programming,algorithms,data science,computer vision",C003
U580,"computer vision,natural language processing,augmented reality,web development,game development","C001,C002,C005"
U581,"blockchain,programming,algorithms,quantum computing,data science",C003
U582,"data science,computer vision",C003
U583,"networking,quantum computing","C002,C005,C003"
U584,"mobile development,AI,computer vision,IoT","C001,C004"
U585,"mobile development,databases,data science,game development",C004
U586,AI,C002
U587,"data visualization,ethical hacking",C004
U588,"AI,data science,quantum computing,cybersecurity,computer vision","C002,C004,C001"
U589,virtual reality,"C001,C003"
U590,"data science,computer vision,ethical hacking,algorithms",C001
U591,game development,"C002,C005,C003"
U592,"cloud computing,data visualization",C005
U593,web development,"C002,C003,C001"
U594,ethical hacking,"C002,C001,C004"
U595,"game development,ethical hacking,programming,quantum computing","C005,C001,C002"
U596,"data science,blockchain","C004,C002,C005"
U597,"cloud computing,data visualization,mobile development,virtual reality","C005,C001,C002"
U598,"programming,databases,IoT","C002,C001"
U599,"blockchain,quantum computing",C002
U600,"ethical hacking,IoT,virtual reality,cloud computing","C005,C002,C003"
U601,"IoT,augmented reality,AI",C005
U602,"mobile development,IoT,databases,web development","C005,C001,C004"
U603,game development,"C001,C004,C005"
U604,"virtual reality,cloud computing,programming,computer vision,robotics","C003,C002"
U605,"cybersecurity,virtual reality,IoT,quantum computing","C002,C004,C001"
U606,"augmented reality,programming,natural language processing,game development","C002,C004"
U607,"data visualization,augmented reality",C001
U608,"blockchain,programming,quantum computing,virtual reality,AI","C003,C001"
U609,networking,C004
U610,"networking,cybersecurity,IoT","C003,C001"
U611,"virtual reality,ethical hacking,programming","C003,C005"
U612,quantum computing,"C003,C002"
U613,"data science,databases",C004
U614,"data science,databases,natural language processing,mobile development",C003
U615,programming,"C003,C004,C005"
U616,"cloud computing,algorithms","C003,C004"
U617,virtual reality,"C001,C005,C003"
U618,"virtual reality,databases,programming,cloud computing,data visualization","C004,C003,C002"
U619,"virtual reality,blockchain,cloud computing,programming",C001
U620,"IoT,virtual reality,game development,programming,databases","C005,C004"
U621,"robotics,IoT,data visualization",C005
U622,"cybersecurity,computer vision,databases","C003,C005"
U623,"web development,cloud computing,programming","C002,C004"
U624,"data science,cloud computing","C002,C005,C001"
U625,cybersecurity,C002
U626,"networking,cybersecurity,augmented reality,data science,quantum computing",C004
U627,"databases,natural language processing,ethical hacking,robotics","C004,C005"
U628,"cloud computing,mobile development,algorithms,virtual reality","C002,C001"
U629,"cybersecurity,quantum computing,IoT,augmented reality","C004,C001"
U630,"computer vision,mobile development,natural language processing","C005,C004"
U631,mobile development,"C002,C005,C001"
U632,"virtual reality,programming","C001,C005,C004"
U633,"databases,cloud computing","C004,C002,C005"
U634,"data visualization,virtual reality",C002
U635,"virtual reality,ethical hacking,AI,programming,networking","C002,C005,C003"
U636,augmented reality,"C001,C003"
U637,cybersecurity,C001
U638,ethical hacking,C003
U639,web development,"C004,C003"
U640,"databases,algorithms,computer vision,AI,cybersecurity","C004,C005"
U641,"ethical hacking,cloud computing,IoT,data science,networking","C002,C001"
U642,programming,"C001,C004"
U643,"web development,algorithms,cybersecurity,natural language processing","C001,C005"
U644,computer vision,"C005,C003,C002"
U645,"game development,virtual reality,networking,cloud computing,robotics","C002,C005"
U646,"virtual reality,mobile development,computer vision","C001,C003,C002"
U647,"quantum computing,game development,programming,ethical hacking",C004
U648,"programming,AI,quantum computing,mobile development,networking",C003
U649,"data visualization,computer vision,data science,ethical hacking,databases","C004,C005"
U650,"virtual reality,mobile development",C004
U651,"computer vision,cybersecurity,web development,game development,ethical hacking","C002,C001"
U652,blockchain,"C003,C002"
U653,"game development,blockchain,algorithms,programming,cloud computing",C004
U654,"algorithms,quantum computing,web development","C003,C001"
U655,"databases,cloud computing,data visualization,algorithms",C002
U656,"data science,AI,game development","C005,C001"
U657,networking,"C002,C001"
U658,"computer vision,databases",C002
U659,"quantum computing,algorithms,IoT,virtual reality","C002,C005"
U660,"data visualization,augmented reality,game development,networking","C001,C005"
U661,"cloud computing,cybersecurity,data science,robotics","C005,C002"
U662,"IoT,computer vision",C005
U663,ethical hacking,C001
U664,"data visualization,ethical hacking,augmented reality,programming,cybersecurity",C002
U665,"web development,cloud computing,networking","C003,C004"
U666,computer vision,C001
U667,"data visualization,augmented reality,algorithms,virtual reality",C005
U668,"virtual reality,databases,blockchain","C001,C004"
U669,"databases,cybersecurity,cloud computing,data visualization","C003,C004"
U670,ethical hacking,C005
U671,"mobile development,databases,augmented reality",C002
U672,"web development,augmented reality","C002,C003,C001"
U673,"robotics,quantum computing,computer vision",C002
U674,"virtual reality,IoT","C005,C004,C003"
U675,"web development,cybersecurity,programming,mobile development,algorithms","C003,C002"
U676,"game development,data visualization,mobile development,programming",C003
U677,"computer vision,algorithms,augmented reality,AI","C004,C005,C001"
U678,"augmented reality,virtual reality","C001,C004"
U679,"robotics,game development,augmented reality,data science","C004,C001,C002"
U680,"natural language processing,programming,IoT",C004
U681,"cloud computing,AI,quantum computing,mobile development","C005,C004"
U682,"databases,IoT","C001,C005"
U683,"robotics,programming","C004,C001,C005"
U684,"blockchain,natural language processing","C005,C004,C003"
U685,"databases,virtual reality,quantum computing,programming,computer vision","C003,C004,C001"
U686,"game development,blockchain,augmented reality,ethical hacking","C003,C005,C002"
U687,"blockchain,natural language processing,mobile development,game development,computer vision",C001
U688,"game development,data science,cybersecurity,robotics,cloud computing","C003,C004"
U689,"quantum computing,web development,natural language processing","C002,C004,C003"
U690,"IoT,data science,ethical hacking,mobile development,robotics","C004,C003"
U691,"blockchain,computer vision,algorithms,AI,networking",C003
U692,"game development,data visualization,cloud computing,programming",C004
U693,computer vision,"C001,C005,C004"
U694,"programming,quantum computing,natural language processing,algorithms,cloud computing","C001,C005"
U695,"robotics,cloud computing,quantum computing,game development","C001,C005"
U696,"cybersecurity,virtual reality",C004
U697,"quantum computing,databases,game development,IoT,robotics",C002
U698,"ethical hacking,game development,data visualization,quantum computing","C005,C002"
U699,"augmented reality,quantum computing","C004,C001"
U700,cybersecurity,"C002,C004,C003"
U701,algorithms,C005
U702,"augmented reality,computer vision","C002,C003"
U703,"data science,natural language processing,cloud computing,computer vision",C002
U704,databases,"C004,C002,C003"
U705,"data visualization,mobile development","C002,C005"
U706,"virtual reality,data science,ethical hacking","C003,C002,C004"
U707,"programming,blockchain",C001
U708,"blockchain,game development,programming,cloud computing","C005,C004"
U709,"web development,ethical hacking","C003,C001"
U710,"virtual reality,ethical hacking,AI,data visualization,web development","C004,C001,C003"
U711,"augmented reality,game development,quantum computing,web development,data visualization","C002,C003,C004"
U712,"computer vision,cybersecurity,IoT","C004,C002"
U713,"blockchain,databases,networking,IoT","C003,C005"
U714,cybersecurity,"C005,C002,C003"
U715,"quantum computing,IoT,virtual reality,game development",C001
U716,"AI,data visualization","C002,C001,C003"
U717,"virtual reality,quantum computing","C005,C004,C001"
U718,"natural language processing,web development,cybersecurity,robotics","C004,C002,C001"
U719,"IoT,natural language processing,AI,cloud computing,robotics","C004,C001,C003"
U720,cybersecurity,"C005,C002,C003"
U721,"cloud computing,networking","C004,C002,C005"
U722,networking,"C004,C005"
U723,"quantum computing,databases,IoT","C001,C004,C003"
U724,virtual reality,"C003,C001,C004"
U725,"networking,virtual reality","C004,C002,C005"
U726,"algorithms,AI,virtual reality",C004
U727,"IoT,ethical hacking,web development,blockchain,computer vision","C002,C005"
U728,data science,C003
U729,augmented reality,C001
U730,"algorithms,programming","C001,C003"
U731,"cloud computing,computer vision,blockchain,augmented reality","C002,C003,C001"
U732,"virtual reality,data visualization,AI,IoT,cloud computing",C005
U733,"AI,blockchain","C004,C001,C005"
U734,"programming,AI,networking,data science","C001,C003"
U735,"mobile development,blockchain,algorithms,robotics","C003,C002,C004"
U736,"algorithms,cloud computing","C003,C001"
U737,"cloud computing,AI,programming","C001,C002,C003"
U738,"cloud computing,cybersecurity","C003,C002,C001"
U739,"IoT,cybersecurity,data science,quantum computing","C001,C005,C004"
U740,"robotics,programming,blockchain,natural language processing,web development",C002
U741,"quantum computing,mobile development,algorithms,game development","C002,C004"
U742,"networking,cybersecurity",C002
U743,algorithms,C003
U744,"virtual reality,web development,robotics","C005,C004,C003"
U745,AI,C004
U746,"game development,AI,networking,blockchain","C004,C003,C005"
U747,"natural language processing,web development,computer vision,data visualization,ethical hacking","C004,C001,C005"
U748,IoT,C002
U749,"networking,ethical hacking","C003,C005"
U750,"blockchain,computer vision,data visualization,ethical hacking","C004,C001,C003"
U751,"networking,blockchain","C001,C002,C004"
U752,"game development,natural language processing,web development,computer vision,ethical hacking",C002
U753,"quantum computing,augmented reality,ethical hacking,cybersecurity,data science",C002
U754,IoT,C001
U755,"data visualization,IoT","C005,C004"
U756,"data science,natural language processing,web development","C002,C001,C005"
U757,"data visualization,web development,networking","C001,C004,C002"
U758,"databases,virtual reality,AI,mobile development,ethical hacking","C001,C002"
U759,"algorithms,cloud computing,data science,programming",C002
U760,"networking,programming,IoT,robotics,game development","C005,C001,C003"
U761,"natural language processing,mobile development,IoT,algorithms",C005
U762,"data science,blockchain,quantum computing,algorithms","C002,C003,C001"
U763,"algorithms,programming,web development","C002,C004,C005"
U764,databases,C002
U765,"robotics,game development,programming,ethical hacking","C002,C003"
U766,"game development,computer vision,algorithms,robotics,cybersecurity","C005,C002"
U767,"virtual reality,ethical hacking,networking,IoT,cloud computing","C001,C003"
U768,"mobile development,web development,programming,data science,natural language processing","C001,C004,C002"
U769,"blockchain,databases,natural language processing,ethical hacking,virtual reality","C004,C001,C005"
U770,"natural language processing,computer vision","C005,C002,C004"
U771,"computer vision,robotics,ethical hacking,programming,natural language processing","C005,C002,C004"
U772,"IoT,data visualization,natural language processing,blockchain",C003
U773,"robotics,computer vision",C001
U774,blockchain,"C001,C003"
U775,"web development,AI","C001,C003,C002"
U776,"natural language processing,virtual reality,AI","C005,C002"
U777,"AI,game development,networking","C004,C001,C003"
U778,"web development,AI,data visualization,game development",C004
U779,"ethical hacking,algorithms,databases,cybersecurity",C003
U780,"game development,ethical hacking,computer vision,mobile development",C004
U781,"programming,game development","C003,C005,C004"
U782,"game development,cybersecurity,virtual reality",C004
U783,"mobile development,IoT,ethical hacking,algorithms,web development","C005,C001"
U784,"augmented reality,IoT,blockchain,robotics,virtual reality","C003,C002,C004"
U785,ethical hacking,C002
U786,"programming,blockchain,networking","C002,C004,C005"
U787,"computer vision,data science,quantum computing,game development,programming",C001
U788,"natural language processing,web development,algorithms",C005
U789,"web development,cybersecurity,IoT,natural language processing",C003
U790,augmented reality,C001
U791,"computer vision,data science,databases",C001
U792,"ethical hacking,augmented reality","C005,C003"
U793,"networking,AI,robotics","C002,C001,C003"
U794,"blockchain,cybersecurity,programming","C002,C005"
U795,"IoT,cloud computing",C005
U796,"cybersecurity,AI,robotics,IoT,data visualization",C002
U797,"virtual reality,cybersecurity,programming","C005,C004"
U798,cybersecurity,C005
U799,"programming,game development,augmented reality","C002,C004,C001"
U800,"cybersecurity,robotics,ethical hacking,cloud computing","C004,C002,C003"
U801,"data visualization,data science,networking,natural language processing",C003
U802,"IoT,cybersecurity",C004
U803,"ethical hacking,web development,data visualization,algorithms",C001
U804,"quantum computing,programming,virtual reality,robotics",C005
U805,"augmented reality,robotics,mobile development,AI","C002,C001,C003"
U806,"data science,AI,data visualization,game development,robotics","C005,C001"
U807,"web development,virtual reality,programming,algorithms","C003,C004,C002"
U808,"programming,algorithms,databases,game development",C004
U809,AI,"C004,C005"
U810,"data science,augmented reality,blockchain,ethical hacking","C003,C005"
U811,"blockchain,virtual reality",C001
U812,"networking,web development,cloud computing,augmented reality",C004
U813,game development,C003
U814,"cybersecurity,computer vision","C004,C003"
U815,"AI,networking,algorithms","C003,C001"
U816,cloud computing,"C004,C001,C005"
U817,"virtual reality,data science,blockchain,augmented reality,algorithms","C001,C004,C003"
U818,"data visualization,AI,game development,IoT,computer vision",C005
U819,"quantum computing,networking,data visualization","C003,C001,C004"
U820,"ethical hacking,programming,augmented reality,quantum computing",C001
U821,"game development,natural language processing,IoT,databases,quantum computing","C001,C005,C004"
U822,"cybersecurity,web development,virtual reality","C002,C003"
U823,"ethical hacking,game development","C002,C001,C003"
U824,"data science,algorithms,data visualization,augmented reality,computer vision","C003,C005"
U825,"robotics,networking,AI","C003,C002"
U826,data science,"C001,C004"
U827,mobile development,"C005,C002,C004"
U828,"IoT,game development,data visualization,networking,ethical hacking","C003,C005"
U829,"game development,databases,data visualization",C001
U830,"data science,databases","C004,C001"
U831,"cloud computing,databases,quantum computing","C001,C003,C005"
U832,"virtual reality,natural language processing,cloud computing","C001,C002"
U833,"algorithms,blockchain,virtual reality,quantum computing","C004,C003,C001"
U834,"networking,natural language processing,quantum computing,mobile development","C002,C005,C004"
U835,"IoT,quantum computing","C004,C001,C003"
U836,databases,C001
U837,"mobile development,robotics,cloud computing,blockchain,algorithms","C005,C004"
U838,"computer vision,IoT,networking","C002,C005"
U839,"virtual reality,databases,networking",C003
U840,"ethical hacking,mobile development","C005,C002"
U841,"blockchain,algorithms,virtual reality,web development,augmented reality","C005,C004,C001"
U842,"programming,mobile development,blockchain,AI","C004,C001"
U843,"natural language processing,networking,game development",C003
U844,networking,C004
U845,"virtual reality,computer vision,AI,programming","C004,C001,C002"
U846,"augmented reality,virtual reality,IoT",C001
U847,"cybersecurity,quantum computing,data visualization","C004,C005,C001"
U848,AI,C001
U849,"cybersecurity,ethical hacking,data science,databases","C003,C002"
U850,"data visualization,ethical hacking,computer vision,networking,mobile development","C005,C002,C001"
U851,"AI,data science,computer vision,cloud computing,web development","C005,C001,C004"
U852,"computer vision,ethical hacking,algorithms,blockchain,programming","C005,C004,C003"
U853,"augmented reality,web development,robotics","C001,C003"
U854,networking,"C001,C003,C005"
U855,virtual reality,C005
U856,"programming,AI,quantum computing,game development,data science",C002
U857,"data visualization,virtual reality,game development,robotics,cybersecurity","C004,C005,C002"
U858,"virtual reality,game development",C003
U859,"mobile development,data visualization,algorithms,blockchain","C002,C001"
U860,"networking,blockchain,ethical hacking,programming,databases","C004,C002"
U861,"programming,ethical hacking","C001,C003"
U862,"augmented reality,programming,quantum computing",C001
U863,"computer vision,IoT","C003,C004,C002"
U864,"cybersecurity,virtual reality,networking","C003,C004"
U865,"programming,data visualization",C004
U866,"virtual reality,robotics,cloud computing,cybersecurity,AI",C001
U867,"algorithms,quantum computing,augmented reality,IoT,game development","C004,C003"
U868,"cloud computing,computer vision,augmented reality","C002,C004"
U869,virtual reality,C001
U870,"networking,databases,quantum computing","C001,C002"
U871,"game development,networking,augmented reality,cybersecurity","C004,C002"
U872,"mobile development,quantum computing,augmented reality,algorithms,AI","C003,C005,C002"
U873,"quantum computing,natural language processing,cloud computing","C002,C003,C005"
U874,"augmented reality,natural language processing,mobile development,cloud computing,data visualization","C001,C004"
U875,"natural language processing,AI,virtual reality",C004
U876,"databases,cybersecurity,blockchain,cloud computing","C002,C005,C003"
U877,"IoT,networking,databases,cybersecurity","C003,C004,C001"
U878,"computer vision,databases,cybersecurity",C003
U879,data science,"C004,C002,C003"
U880,"IoT,AI,web development,databases,mobile development","C003,C002"
U881,"blockchain,game development,programming","C001,C003"
U882,virtual reality,C001
U883,"natural language processing,data science",C005
U884,"natural language processing,blockchain","C001,C005"
U885,ethical hacking,"C001,C002"
U886,"networking,IoT,programming,mobile development,web development","C004,C002"
U887,"augmented reality,AI,virtual reality,data science",C003
U888,programming,"C003,C005,C004"
U889,"natural language processing,databases,algorithms",C001
U890,"robotics,data visualization,IoT,virtual reality","C005,C003,C004"
U891,"mobile development,cybersecurity","C005,C004,C002"
U892,"programming,cloud computing",C005
U893,game development,"C003,C005,C002"
U894,"IoT,augmented reality,data science,computer vision,data visualization","C005,C004"
U895,"cloud computing,augmented reality,algorithms,computer vision,networking",C002
U896,"programming,web development,data visualization,cloud computing","C001,C004"
U897,data visualization,"C001,C005"
U898,"data visualization,cloud computing,blockchain,natural language processing","C001,C004,C002"
U899,"programming,cloud computing,cybersecurity,databases,web development","C004,C001,C003"
U900,"databases,cloud computing,networking,mobile development,programming","C003,C004"
U901,"data visualization,virtual reality,computer vision","C003,C005,C002"
U902,"data visualization,ethical hacking","C003,C005,C002"
U903,"AI,algorithms,computer vision,mobile development,data visualization","C002,C004,C005"
U904,"computer vision,AI,networking","C003,C005"
U905,"data science,mobile development,game development,ethical hacking",C005
U906,"cybersecurity,web development",C002
U907,AI,C001
U908,"algorithms,data science,natural language processing,mobile development","C005,C003"
U909,"data visualization,IoT","C002,C005"
U910,cloud computing,C003
U911,"computer vision,game development,mobile development,blockchain,IoT","C004,C005"
U912,"data visualization,databases,programming,IoT","C001,C003,C005"
U913,"data visualization,quantum computing",C001
U914,"programming,robotics,game development,web development","C004,C002,C003"
U915,"blockchain,mobile development,robotics","C004,C002,C003"
U916,algorithms,C002
U917,"programming,cloud computing,algorithms,IoT",C004
U918,"blockchain,AI,data visualization","C004,C002"
U919,"blockchain,algorithms,ethical hacking,data visualization",C003
U920,"quantum computing,computer vision,cybersecurity","C001,C005"
U921,"quantum computing,blockchain,game development,programming",C005
U922,"robotics,natural language processing,algorithms,ethical hacking,computer vision","C001,C005,C004"
U923,"data visualization,IoT,computer vision,programming",C003
U924,"cybersecurity,virtual reality,networking,programming,databases","C004,C005"
U925,"cybersecurity,robotics,databases,game development",C004
U926,"networking,natural language processing","C005,C004,C001"
U927,"networking,databases,programming,web development","C004,C005"
U928,cloud computing,C004
U929,"virtual reality,algorithms",C003
U930,"AI,cybersecurity,augmented reality","C002,C003"
U931,"ethical hacking,data science,algorithms,virtual reality","C003,C002,C004"
U932,blockchain,C005
U933,"augmented reality,robotics,computer vision,natural language processing","C005,C002"
U934,"cybersecurity,virtual reality",C002
U935,AI,"C004,C005,C002"
U936,"game development,computer vision,augmented reality","C005,C002,C001"
U937,"algorithms,cybersecurity,blockchain","C002,C001"
U938,"mobile development,IoT,robotics,cloud computing",C004
U939,"programming,cybersecurity,mobile development,robotics","C001,C003,C004"
U940,blockchain,"C004,C001"
U941,"IoT,databases","C001,C004"
U942,"AI,programming","C002,C004"
U943,"programming,game development,quantum computing,web development","C001,C005"
U944,data visualization,"C001,C003,C002"
U945,"algorithms,natural language processing,networking,mobile development,virtual reality",C003
U946,"natural language processing,quantum computing,game development,ethical hacking,virtual reality",C003
U947,"natural language processing,algorithms,computer vision,augmented reality",C005
U948,"ethical hacking,data visualization,game development,cybersecurity,robotics",C002
U949,web development,C003
U950,"IoT,algorithms,databases,robotics","C004,C002"
U951,"AI,databases,programming,mobile development,algorithms","C004,C002"
U952,"networking,game development,quantum computing,AI,ethical hacking","C003,C002,C005"
U953,"networking,mobile development,ethical hacking,cloud computing",C005
U954,ethical hacking,"C004,C002,C003"
U955,"IoT,quantum computing,ethical hacking,cloud computing,mobile development","C005,C002,C003"
U956,"cloud computing,game development",C002
U957,"game development,data science","C004,C001,C003"
U958,"blockchain,quantum computing,databases,data visualization","C003,C002,C004"
U959,blockchain,"C002,C003"
U960,"ethical hacking,robotics,quantum computing",C002
U961,"natural language processing,blockchain,web development,ethical hacking,quantum computing","C004,C002"
U962,"augmented reality,programming,AI,ethical hacking,IoT","C001,C003,C004"
U963,virtual reality,"C003,C001,C004"
U964,"databases,cybersecurity,programming",C005
U965,"virtual reality,IoT,robotics","C003,C005,C002"
U966,"blockchain,networking,AI,virtual reality","C004,C001"
U967,"algorithms,web development","C004,C001"
U968,"data visualization,game development,AI,natural language processing,cloud computing",C003
U969,ethical hacking,"C005,C002,C004"
U970,"databases,blockchain","C004,C002,C003"
U971,"augmented reality,cloud computing,natural language processing,blockchain,mobile development","C003,C001,C002"
U972,computer vision,C002
U973,"mobile development,ethical hacking","C002,C005"
U974,robotics,"C002,C003,C004"
U975,augmented reality,"C003,C002,C001"
U976,"databases,game development,AI","C001,C003"
U977,"computer vision,mobile development,ethical hacking","C005,C001,C004"
U978,"augmented reality,robotics,web development,virtual reality,ethical hacking",C004
U979,"IoT,computer vision,quantum computing,natural language processing,data science","C005,C003"
U980,"networking,programming,cloud computing,quantum computing,mobile development","C004,C005"
U981,"natural language processing,algorithms,game development","C002,C001,C004"
U982,"cloud computing,networking,AI",C003
U983,"networking,data science,blockchain",C005
U984,"data visualization,algorithms,game development,cybersecurity,natural language processing",C001
U985,"data visualization,blockchain",C003
U986,"data science,databases","C001,C004,C003"
U987,"algorithms,databases,IoT,blockchain,mobile development","C001,C003,C002"
U988,"algorithms,networking,game development,quantum computing",C004
U989,"networking,blockchain,robotics,computer vision","C004,C001,C002"
U990,"natural language processing,mobile development,IoT,blockchain","C004,C002,C005"
U991,"game development,ethical hacking,computer vision,networking","C002,C005"
U992,"robotics,cloud computing,blockchain,data science,cybersecurity","C001,C004"
U993,quantum computing,C004
U994,augmented reality,"C004,C001"
U995,"cloud computing,programming,AI","C004,C003,C002"
U996,"computer vision,data visualization",C002
U997,"quantum computing,blockchain,programming,cybersecurity","C005,C004,C001"
U998,"IoT,cybersecurity,web development,robotics,networking","C004,C003,C002"
U999,"databases,networking,computer vision,augmented reality","C005,C003"
U1000,blockchain,C003
